,class,details
174,3211," manufacture of jewellery and related articles This class excludes: #NAME? 1512 - manufacture of articles of base metal plated with precious metal (except imitation jewellery), see division 25 - manufacture of watch cases, see 2652 - manufacture of (non-precious) metal watch bands, see 3212 - manufacture of imitation jewellery, see 3212 Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials Working of diamonds and other precious and semi-precious stones including the working of industrial quality stones and synthetic or reconstructed precious or semi-precious stones Production of worked pearls Manufacture of coins, including coins for use as legal tender, whether or not of precious metal Manufacture of other articles of gold, silver and other precious and semi precious metal and stone"
175,3212," manufacture of imitation jewellery and related articles This class includes manufacture of costume or imitation jewellery, manufacture of metal watch bands (except precious metal) This class excludes: #NAME? metals, see 3211 - manufacture of jewellery containing genuine gem stones, see 3211 - manufacture of precious metal watch bands, see 3211 Manufacture of imitation jewellery and related articles"
176,3220," manufacture of musical instruments This class excludes: - reproduction of pre-recorded sound and video tapes and discs, see 1820 #NAME? similar components, see 2640 - manufacture of record players, tape recorders and the like, see 2640 - manufacture of toy musical instruments, see 3240 - restoring of organs and other historic musical instruments, see 3319 - publishing of pre-recorded sound and video tapes and discs, see 5920 - piano tuning, see 9529 Manufacture of stringed instruments (non-electronic) Manufacture of wind instruments, accordions, harmonium and similar instruments and mouth organs Manufacture of percussion musical instruments Manufacture of musical instruments, the sound of which is produced electronically Manufacture of other musical instruments n.e.c."
177,3230," manufacture of sports goods This class includes the manufacture of outdoor and indoor sporting and athletic goods of any material except apparel and footwear This class excludes: - manufacture of boat sails, see 1322 - manufacture of sports apparel, see 1410 - manufacture of saddlery and harness, see 1512 - manufacture of whips and riding crops, see 1512 - manufacture of sports footwear, see 1520 - manufacture of sporting weapons and ammunition, see 2520 - manufacture of metal weights as used for weightlifting, see 2599 #NAME? divisions 29 and 30 - manufacture of boats, see 3012 - manufacture of billiard tables, see 3240 - manufacture of ear and noise plugs (e.g. for swimming and noise protection), see 3290 Manufacture of sports goods"
178,3240," manufacture of games and toys This class excludes: - manufacture of video game consoles, see 2640 - manufacture of bicycles, see 3092 - writing and publishing of software for video game consoles, see 5820, 6201 Manufacture of dolls and toy animals Manufacture of wheeled toys designed to be ridden, including plastic bicycles and tricycles Manufacture of pin-tables, coin-operated games, billiards, special tables for casino games, etc. Manufacture of playing cards Manufacture of electronic games Manufacture of other games and toys n.e.c."
179,3250," manufacture of medical and dental instruments and supplies This class excludes: - manufacture of wheelchairs, see 3092 Manufacture of dental fillings and cements (except denture adhesive or cement), dental wax and other dental plaster preparations; manufacture of dental laboratory furnaces, dental instruments, artificial teeth, bridges, etc., made in dental labs Manufacture of laboratory apparatus (laboratory ultrasonic cleaning machinery, laboratory sterilizers, laboratory type distilling apparatus, laboratory centrifuges etc.) Manufacture of medical, surgical, dental or veterinary furniture such as operating tables, examination tables, dentistsâ€™ chairs etc. Manufacture of bone plates and screws, syringes, needles, catheters, cannulae, etc. Manufacture of measuring instruments suc as thermometers etc. Manufacture of orthopedic and prosthetic devices Manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles etc. Manufacture of other medical and dental instruments n.e.c."
180,3290," other manufacturing n.e.c. This class excludes: - manufacture of lighter wicks, see 1329 - manufacture of workwear and service apparel (e.g. laboratory coats, work overalls, uniforms), see 1410 - manufacture of paper novelties, see 1709 Manufacture of stationary articles such as pens and pencils of all kinds whether or not mechanical, pencil leads, date, sealing or numbering stamps, hand-operated devices for printing or embossing labels, hand printing sets, prepared typewriter ribbons and inked pads, globes etc. Manufacture of protective safety equipment (fire-resistant and protective safety clothing, linemenâ€™s safety belts and other belts for occupational use, cork life preservers, plastics hard hats and other personal safety equipment of plastics, fire-fighting protection suits, metal safety headgear and other metal personal safety devices, gas masks etc.) Manufacture of umbrellas, sun-umbrellas, walking sticks, seat-stick Manufacture of articles of personal use such as cigarette lighters, smoking pipes, combs, hair slides, scent sprays, vacuum flasks and other vacuum vessels for personal or household use, wigs, false beards, eyebrows etc. Manufacture of other articles n.e.c."
181,3311," repair of fabricated metal products This class includes repair and maintenance of fabricated metal products of division 25 This class excludes: - repair of central heating systems etc., see 4322 - locksmith services, see 8020 Repair and maintenance of structural products Repair and maintenance of pipes and pipelines Repair and maintenance of metal tanks, reservoirs, containers, steel shipping drums etc. Repair and maintenance of steam or other vapour generators and auxiliary plant for use with steam generators such as condensers, economizers, superheaters, steam collectors and accumulators Repair and maintenance of other fabricated metal products"
182,3312," repair of machinery This class includes repair and maintenance of industrial machinery and equipment like sharpening or installing commercial and industrial machinery blades and saws or the provision of welding (e.g. automotive, general) repair services; the repair of agricultural and other heavy and industrial machinery and equipment (e.g. forklifts and other materials handling equipment, machine tools, commercial refrigeration equipment, construction equipment, and mining machinery), comprising machinery and equipment of division 28 This class excludes: - installation of furnaces and other heating equipment, see 4322 Repair and maintenance of engines and turbines excluding aircraft, vehicle and cycle engines Repair and maintenance of pumps and related equipment, fluid power equipment, valves Repair and maintenance of metal cutting and metal forming machine tools and accessories, power-driven hand-tools and other machine tools Repair and maintenance of agricultural machinery and forestry and logging machinery including agricultural tractors Repair and maintenance of mining, construction, and oil and gas field machinery; metallurgy machinery Repair and maintenance of food, beverage, and tobacco processing machinery Repair and maintenance of textile apparel, leather production machinery and papermaking machinery Repair and maintenance of other special purpose machinery of division (weighing equipment, vending machines, cash registers, photocopy machines, calculators, typewriters etc.)"
183,3313," repair of electronic and optical equipment This class includes repair and maintenance of goods produced in groups 265, 266 and 267, except those that are considered household goods. This class excludes: - repair of photocopy machines, see 3312 - repair and maintenance of computers and peripheral equipment, see 9511 - repair of computer projectors, see 9511 - repair and maintenance of communication equipment, see 9512 - repair of commercial TV and video cameras, see 9512 - repair of household-type video cameras, see 9521 - repair of watches and clocks, see 9529 Repair and maintenance of measuring, testing, navigating and control equipment of group 265 Repair and maintenance of irradiation, electromedical and electro theraputic equipmemts of class 2660 Repair and maintenance of optical instruments and equipment of class 2670"
184,3314," repair of electrical equipment This class includes the repair and maintenance of goods of division 27, except those in class 2750 (domestic appliances) This class excludes: - repair and maintenance of computers and peripheral computer equipment, see 9511 - repair and maintenance of telecommunications equipment, see 9512 - repair and maintenance of consumer electronics, see 9521 - repair of watches and clocks, see 9529 Repair of electrical equipment"
185,3315," repair of transport equipment, except motor vehicles This class includes the repair and maintenance of transport equipment of division 30, except motorcycles and bicycles. However, the factory rebuilding or overhaul of ships, locomotives, railroad cars and aircraft is classified in division 30 This class excludes: - factory rebuilding of ships, see 3010 - factory rebuilding of locomotives and railroad cars, see 3020 - factory rebuilding of aircraft, see 3030 - ship scaling, dismantling, see 3830 - repair and maintenance of motorcycles, see 4540 - repair of bicycles, see 9529 Repair of transport equipment, except motor vehicles"
186,3319," repair of other equipment This class includes the repair and maintenance of equipment not covered in other groups of this division such as repair of fishing nets including mending, ropes, riggings, canvas and tarps, fertilizer and chemical storage bags reconditioning of wooden pallets, shipping drums or barrels, and similar items, repair of coin-operated games, organs and other musical instruments etc. This class excludes: #NAME? 9524 - repair of bicycles, see 9529 - repair and alteration of clothing, see 9529 Repair of other equipment"
187,3320," installation of industrial machinery and equipment This class includes the specialized installation of machinery. However, the installation of equipment that forms an integral part of buildings or similar structures, such as installation of escalators, electrical wiring, burglar alarm systems or air-conditioning systems, is classified as construction. Installation of industrial machinery and equipment"
188,3510," electric power generation, transmission and distribution This class excludes: - production of electricity through incineration of waste, see 3821 Electric power generation by hydroelectric power plants Electric power generation by coal based thermal power plants Electric power generation by non-coal based thermal (e.g. diesel, gas ) Electric power generation and transmission by nuclear power plants Electric power generation using solar energy Electric power generation using other non conventional sources Transmission of electric energy Collection and distribution of electric energy to households, industrial, commercial and other users n.e.c."
189,3520," manufacture of gas; distribution of gaseous fuels through mains This class excludes: - operation of coke ovens, see 1910 - manufacture of refined petroleum products, see 1920 - manufacture of industrial gases, see 2011 - wholesale of gaseous fuels, see 4661 - retail sale of bottled gas, see 4773 - direct selling of fuel, see 4799 - (long-distance) transportation of gases by pipelines, see 4930 Manufacture of gas Disrtibution and sale of gaseous fuels through mains"
190,3530," Steam and air conditioning supply Production, collection and distribution of steam and hot water for heating, power and other purposes Production and distribution of cooled air and chilled water for cooling purposes Production of ice, including ice for food and non-food (e.g. cooling) purposes"
191,3600," Water collection, treatment and supply This class includes water collection, treatment and distribution activities for domestic and industrial needs. Collection of water from various sources, as well as distribution by various means is included. The operation of irrigation canals is also included; however the provision of irrigation services through sprinklers, and similar agricultural support services, is not included. This class excludes: - operation of irrigation equipment for agricultural purposes, see 0161 - treatment of waste water in order to prevent pollution, see 3700 - (long-distance) transport of water via pipelines, see 4930 Water collection, treatment and supply"
192,3700," Sewerage The operation and maintenance of sewer systems Collecting and transporting of human or industrial waste water or rain water by means of sewerage networks, collectors, tanks and other means of transport (sewage vehicles etc.) Treatment of waste water or sewer by means of physical, chemical or biological processes"
193,3811," Collection of non-hazardous waste This class includes collection of non-hazardous solid waste (i.e. garbage) within a local area, such as collection of waste from households and businesses by means of refuse bins, wheeled bins, containers etc may include mixed recoverable materials, collection of recyclable materials, collection of used cooking oils and fats, collection of refuse in litter-bins in public places, collection of construction and demolition waste, collection and removal of debris such as brush and rubble, collection of waste output of textile mills, operation of waste transfer stations for non-hazardous waste This class excludes: - collection of hazardous waste, see 3812 - operation of landfills for the disposal of non-hazardous waste, see 3821 operation of facilities where commingled recoverable materials such as paper, plastics, etc. are sorted into distinct categories, see 3830 Collection of non-hazardous waste"
194,3812," Collection of hazardous waste This class includes the collection of solid and non-solid hazardous waste, i.e. explosive, oxidizing, flammable, toxic, irritant, carcinogenic, corrosive, infectious and other substances and preparations harmful for human health and environment. It may also entail identification, treatment, packaging and labeling of waste for the purposes of transport. Collection of hazardous waste"
195,3821," treatment and disposal of non-hazardous waste This class includes the disposal, treatment prior to disposal and other treatment of solid or non-solid non-hazardous waste. This class excludes: - incineration and combustion of hazardous waste, see 3822 #NAME? as paper, plastics, used beverage cans and metals, are sorted into distinct categories, see 3830 - decontamination, clean up of land, water; toxic material abatement, see 3900 Treatment and disposal of non-hazardous waste"
196,3822," treatment and disposal of hazardous waste This class excludes: - incineration of non-hazardous waste, see 3821 - decontamination, clean up of land, water; toxic material abatement, see 3900 - reprocessing of nuclear fuels, see 2011 Treatment and disposal of toxic live or dead animals and other, contaminated waste, disposal of used goods; incineration of hazardous waste Treatment, disposal and storage of radioactive nuclear waste"
197,3830," materials recovery This class includes recovery of materials such as paper, plastics, used beverage cans and metals, into distinct categories, from garbage. Also includes the processing of metal and non-metal waste and scrap and other articles into secondary raw material This class excludes: - manufacture of new final products from (whether or not self-manufactured) secondary metal raw materials, such as spinning yarn from garnetted stock, making pulp from paper waste, retreading tyres or production of metal from metal scrap, see corresponding classes in section C (Manufacturing) - reprocessing of nuclear fuels, see 2011 - treatment and disposal of non-hazardous waste, see 3821 - treatment of organic waste for disposal, see 3821 energy recovery from non-hazardous waste incineration processes, nan - disposal of used goods such as refrigerators to eliminate harmful waste, see 3822 - treatment and disposal of transition radioactive waste from hospitals etc., see 3822 - treatment and disposal of toxic, contaminated waste, see 3822 #NAME? obtain and re-sell usable parts, see section G - wholesale of recoverable materials, see 4669 Materials recovery CtivitieSa nD other WaSte manaGement ServiCeS"
198,4100," Construction of buildings This class excludes: #NAME? parts not of concrete, see divisions 16 and 25 - construction of industrial facilities, except buildings, see 4290 - architectural and engineering activities, see 7110 - project management activities related to construction, see 7110tion Construction of buildings carried out on own-account basis or on a fee or contract basis Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or on a fee or contract basis Assembly and erection of prefabricated constructions on the site Construction roads and railways Construction roads and railways This class excludes: - installation of street lighting and electrical signals, see 4321 - architectural and engineering activities, see 7110 #NAME? 7110 Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways Construction and maintenance of railways and rail-bridges Construction and maintenance of airfield runways"
199,4220," Construction of utility projects This class excludes: #NAME? 7110 Construction and maintenance of power plants Construction/erection and maintenance of power, telecommunication and transmission lines Construction of long distance pipelines or urban pipelines Construction and maintenance of water main and line connection, water reservoirs including irrigation system (canal) Construction and repair of sewer systems including sewage disposal plants and pumping stations Water well drilling Construction of utility projects n.e.c."
200,4290," Construction of other civil engineering projects This class excludes: #NAME? 7110 Construction and maintenance of industrial facilities such as refineries chemical plants etc. Construction of waterways, harbours and river works, dredging of waterways Construction of dams etc. Construction of outdoor sports facilities Other civil engineering projects n.e.c."
201,4311, Demolition This class includes demolition or wrecking of buildings and other structures Demolition
202,4312," Site preparation This class excludes: - drilling of production oil or gas wells, see 0610, 0620 - decontamination of soil, see 3900 - water well drilling, see 4220 - shaft sinking, see 4390 - oil and gas field exploration, geophysical, geological and seismic surveying, see 7110 Site preparation for mining including overburden removal and other development and preparation of mineral properties and sites except oil and gas sites Site preparation including drilling, boring and core sampling for construction, geophysical, geological or similar purposes Clearing of building sites, earth moving: excavation, landfill, levelling and grading of construction sites, trench digging, rock removal, blasting etc. Other site preparation activities n.e.c."
203,4321," electrical installation This class excludes: - construction of communications and power transmission lines, see 4220 Installation of electrical wiring and fittings Installation of telecommunications wiring, computer network and cable television wiring, including fibre optic, satellite dishes Installation of street lighting and electrical signals Installation of fire alarm system and burgler alarm system Other electrical electrical installation n.e.c."
204,4322," plumbing, heat and air-conditioning installation This class excludes: - installation of electric baseboard heating, see 4321 Installation of plumbing for water, gas and sanitation equipments Installation of heating systems (electric, gas and oil), furnaces, cooling towers, non-electric solar energy collectors etc. Other plumbing, heat and air conditioning activities n.e.c."
205,4329," other construction installation This class excludes: - installation of industrial machinery, see 3320 Installation of elevators, escalators Installation of thermal, sound or vibration insulation system in buildings Other construction projects n.e.c."
206,4330," Building completion and finishing This class excludes: - general interior cleaning of buildings and other structures, see 8121 - specialized interior and exterior cleaning of buildings, see 8129 - activities of interior decoration designers, see 7410 Installation of doors, windows, door and window frames, fitted kitchens, of wood or other materials Interior completion such as ceilings, wooden wall coverings, movable partitions etc. ; Laying of parquet and other wood floor coverings, carpets and linoleum, wallpaper; tiling with ceramic, concrete or cut stone ceramic etc. Interior and exterior painting, glazing, plastering and decorating of buildings or civil engineering structures Other building completion and finishing"
207,4390," other specialized construction activities This class includes construction activities specializing in one aspect common to different kind of structures, requiring specialized skill or equipment, subsurface work, construction of outdoor swimming pools, steam cleaning, sand blasting and similar activities for building exteriors, renting of cranes with operator This class excludes: - renting of construction machinery and equipment without operator, see 7730 Other specialized construction activities nan VEHICLES AND MOTORCYCLES nan vehiCleS anD motorCyCleS"
208,4510," Sale of motor vehicles This class includes wholesale and retail sale of new and used passenger motor vehicles and lorries, trailers and lorries, trailers and semi trailers This class excludes: #NAME? 4530 - renting of motor vehicles with driver, see 4922 - renting of trucks with driver, see 4923 - renting of motor vehicles and trucks without driver, see 7710 Wholesale and retail sale of new vehicles (passenger motor vehicles, ambulances, minibuses, jeeps, trucks, trailers and semi-trailers) Wholesale and retail sale of used motor vehicles"
209,4520," maintenance and repair of motor vehicles This class includes maintenance and repair of motor vehicles (mechanical repairs, electrical repairs, electronic injection systems repair, ordinary servicing, bodywork repair, repair of motor vehicle parts, washing, polishing, etc.  spraying and painting, repair of screens and windows, repair of motor vehicle seats), tyre and tube repair, fitting or replacement, anti-rust treatment, installation of parts and accessories not as part of the manufacturing process This class excludes: - retreading and rebuilding of tyres, see 2211 Maintenance and repair of motor vehicles"
210,4530," Sale of motor vehicle parts and accessories This class includes wholesale and retail sale of all kinds of parts, components, supplies, tools and accessories for motor vehicles when not combined with sale of motor vehicles Sale of motor vehicle parts and accessories"
211,4540," Sale, maintenance and repair of motorcycles and related parts and accessories This class excludes: - wholesale of bicycles and related parts and accessories, see 4649 - retail sale of bicycles and related parts and accessories, see 4763 - renting of motorcycles, see 7730 - repair and maintenance of bicycles, see 9529 Wholesale or retail sale of new motorcycles, mopeds, scooters and three wheelers Wholesale or retail sale of parts and accessories of motorcycles, mopeds, scooters and three wheelers Maintenance and repair of motor cycles, mopeds, scooters and three wheelers"
212,4610," Wholesale on a fee or contract basis This class includes activities of commission agents, commodity brokers, auctioneers and all other wholesalers who trade on behalf and on the account of others and activities of those involved in bringing sellers and buyers together or undertaking commercial transactions on behalf of a principal, including on the internet This class excludes: - wholesale trade in own name, see 462 to 469 - activities of commission agents for motor vehicles, see 4510 - auctions of motor vehicles, see 4510 - retail sale by non-store commission agents, see 4799 - activities of insurance agents, see 6622 - activities of real estate agents, see 6820 Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale trade"
213,4620," Wholesale of agricultural raw materials and live animals This class excludes: - wholesale of textile fibres, see 4669 Wholesale of cereals & pulses Wholesale of un-manufactured tobacco, paan (betel leaf), opium, ganja, cinchona etc Wholesale of live animals and poultry Wholesale of straw, fodder & other animal/poultry feed Wholesale of flowers and plants Wholesale of hides, skins and leather Wholesale of oilseed oleaginous fruits Wholesale of sugarcane Whole sale of other agriculture raw materials n.e.c."
214,4630," Wholesale of food, beverages and tobacco This class includes wholesale of fruits and vegetables, dairy products, eggs & edible oils & fats, meat, fishery products, sugar confectionery & bakery products, beverages, coffee, tea, cocoa and spices, manufactured tobacco & tobacco products etc. This class excludes: - blending of wine or distilled spirits, see 1101, 1102 Wholesale of fruits & vegetables Wholesale of raw milk & dairy products Wholesale of meat, fish & eggs Wholesale of confectionery, bakery products and beveragesotherthan intoxicants Wholesale of edible oils, fats, sugar and processed/manufactured spices etc. Wholesale of tea, coffee & cocoa Wholesale of manufactured tobacco & tobacco products Wholesale of intoxicants like wines and liquors Wholesale of other basic/manufactured food stuffs n.e.c."
215,4641," Wholesale of textiles, clothing and footwear This class excludes: - wholesale of jewellery and leather goods, see 4649 - wholesale of textile fibres, see 4669 Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes Wholesale of umbrella and clothing accessories Wholesale of footwear Wholesale of other clothing items n.e.c."
216,4649," Wholesale of other household goods This class excludes: - wholesale of blank audio and video tapes, CDs, DVDs, see 4652 - wholesale of office furniture, see 4659 Wholesale of toiletry, perfumery and cosmetics Wholesale of metal, porcelain and glass utensils; crockery and chinaware Wholesale of furniture and fixtures Wholesale of watches, clocks and optical goods Wholesale of recorded audio or video tapes, CDs and DVDs Wholesale of paper and other stationery items; books, magazinesand newspapers Wholesale of pharmaceutical and medical goods Wholesale of precious metals and jewellery Wholesale of other households goods, n.e.c. [Includes wholesaleof household equipment and appliances, n.e.c; photographic equipment, games, toys and sports goods (also includes bicycles, cycle rickshaw, tonga & other non-mechanised vehicles); leather goods and travel accessories; cleaning materials etc.]"
217,4651," Wholesale of computers, computer peripheral equipment and software This class excludes: - wholesale of electronic parts, see 4652 - wholesale of office machinery and equipment, (except computers and peripheral equipment), see 4659 - wholesale of computer-controlled machinery, see 4659 Wholesale of computers and computer peripheral equipment Wholesale of software"
218,4652," Wholesale of electronic and telecommunications equipment and parts This class excludes: - wholesale of recorded audio and video tapes, CDs, DVDs, see 4649 - wholesale of computers and computer peripheral equipment, see 4651 Wholesale of electronic valves and tubes, semiconductor devices, microchips, integrated circuits and printed circuits Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders Wholesale of blank audio and video tapes and diskettes, magnetic and optical disks (CDs, DVDs) and parts Wholesale of telephone, mobile phone and communications equipment and parts Wholesale of other electronic equipments and parts thereof"
219,4653," Wholesale of agricultural machinery, equipment and supplies Wholesale of tractors used in agriculture and forestry Wholesale of ploughs, manure spreaders, seeders, harvesters, threshers Wholesale of milking machines, poultry-keeping machines, bee-keeping machines Wholesale of other agriculture machinery n.e.c."
220,4659," Wholesale of other machinery and equipment This class excludes: - wholesale of motor vehicles, trailers and caravans, see 4510 - wholesale of motor vehicle parts, see 4530 - wholesale of motorcycles, see 4540 - wholesale of bicycles, see 4649 - wholesale of computers and peripheral equipment, see 4651 - wholesale of electronic parts and telephone and communications equipment, see 4652 Wholesale of office machinery and equipment, except computers and computer peripheral equipment Wholesale of transport equipment except motor vehicles, motorcycles and bicycles Wholesale of electrical machinery, equipment and supplies, n.e.c. Wholesale of construction and civil engineering machinery and equipment Wholesale of machinery and equipment for the textile, wood and metal industries etc. Wholesale of scientific, medical and surgical machinery and equipment Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
221,4661," Wholesale of solid, liquid and gaseous fuels and related products This class includes wholesale of fuels, greases, lubricants, oils such as: charcoal, coal, coke, fuel wood, naphtha,  crude petroleum, crude oil, diesel fuel, gasoline, fuel oil, heating oil, kerosene, liquefied petroleum gases, butane and propane gas,  lubricating oils and greases, refined petroleum products Wholesale of solid, liquid and gaseous fuels and related products"
222,4662," Wholesale of metals and metal ores This class includes wholesale of ferrous and non-ferrous metal ores, wholesale of ferrous and non-ferrous metals in primary forms, wholesale of ferrous and non-ferrous semi-finished metal products n.e.c.  wholesale of gold and other precious metals This class excludes: - wholesale of metal scrap, see 4669 Wholesale of metals and metal ores"
223,4663," Wholesale of construction materials, hardware, plumbing and heating equipment and supplies Wholesale of wood in the rough and products of primary processing of wood Wholesale of construction materials (sand, gravel etc.) Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and other hand tools Wholesale of paints, varnishes, and lacquers Wholesale of other construction equipment n.e.c."
224,4669," Wholesale of waste and scrap and other products n.e.c. This class excludes: - collection of household and industrial waste, see 381 #NAME? process, but with the aim of disposal, see 382 #NAME? when a real transformation process is required (the resulting secondary raw material is fit for direct use in an industrial manufacturing process, but is not a final product), see 3830 #NAME? for materials recovery, see 3830 - shredding of cars by means of a mechanical process, see 3830 - ship-breaking, see 3830 - retail sale of second-hand goods, see 4774 Wholesale of industrial chemicals, Wholesale of fertilizers and agrochemical products Wholesale of plastic materials in primary forms Wholesale of rubber Wholesale of textile fibres etc. Wholesale of paper in bulk Wholesale of precious stones Wholesale of metal and non-metal waste and scrap n.e.c."
225,4690, non-specialized wholesale trade This class includes wholesale of a variety of goods without any particular specialization Wholesale trade via e-commerce excluding activities of commission agents Other non-specialised wholesale trade n.e.c. nan
226,4711," retail sale in non-specialized stores with food, beverages or tobacco predominating This class includes retail sale of a large variety of goods of which, however, food products, beverages or tobacco should be predominant, such as: retail sale activities of general stores that have, apart from their main sales of food products, beverages or tobacco, several other lines of merchandise such as wearing apparel, furniture, appliances, hardware, cosmetics etc. Retail sale in non-specialized stores with food, beverages or tobacco predominating"
227,4719," other retail sale in non-specialized stores This class includes retail sale of a large variety of goods of which food products, beverages or tobacco are not predominant, such as retail sale activities of department stores carrying a general line of merchandise, including wearing apparel, furniture, appliances, hardware, cosmetics, jewellery, toys, sports goods etc. Other retail sale in non-specialized stores"
228,4721," retail sale of food in specialized stores Retail sale of cereals and pulses, tea, coffee, spices and flour Retail sale of fresh or preserved fruit and vegetables Retail sale of meat, meat products, poultry products, fish, other seafood and products thereof Retail sale of bakery products, dairy products and eggs Retail sale of sugar confectionery and sweetmeat Retail sale of other food products n.e.c."
229,4722, retail sale of beverages in specialized stores Retail sale of alcoholic beverages not consumed on the spot Retail sale of non-alcoholic beverages including icecream not for consumption on the premises
230,4723, retail sale of tobacco products in specialized stores Retail sale of tobacco products in specialized stores
231,4730," retail sale of automotive fuel in specialized stores This class includes the activity of petrol filling stations. This activity is often combined with sales of lubricating products, cleaning and all other kinds of products for motor vehicles. If the main object, however, is the sale of automotive fuel or lubricants, they remain classified here This class excludes: - wholesale of fuels, see 4661 - retail sale of liquefied petroleum gas for cooking or heating, see 4773 Retail sale of automotive fuel in specialized stores [includes the activity of petrol filling stations."
232,4741," retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores This class excludes: - retail sale of blank tapes and disks, see 4762 Retail sale of computers and computer peripherals Retail sale of video games Retail sale of non-customized software Retail sale of telecommunication equipment"
233,4742," retail sale of audio and video equipment in specialized stores This class includes retail sale of radio and television equipment, retail sale of stereo equipment, retail sale of CD and DVD players and recorders Retail sale of audio and video equipment in specialized stores"
234,4751," retail sale of textiles in specialized stores This class includes retail sale of fabrics, knitting yarn, basic materials for rug, tapestry or embroidery making, retail sale of textiles, retail sale of haberdashery (needles, sewing thread etc.) This class excludes: - retail sale of clothing, see 4771 Retail sale of textiles in specialized stores"
235,4752," retail sale of hardware, paints and glass in specialized stores Retail sale of building material such as bricks, wood, sanitary equipment Retail sale of hardware including paints, varnishes and lacquers and do-it- yourself materials and equipments Retail sale of glass"
236,4753," Retail sale of carpets, rugs, wall and floor coverings in specialized stores This class excludes: - retail sale of cork floor tiles, see 4752 Retail sale of carpets, rugs, curtains and net curtains Retail sale of wallpaper and floor coverings"
237,4759," retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores This class excludes: - retail sale of antiques, see 4774 Retail sale of household furniture Retail sale of household utensils and cutlery, crockery, glassware, china and pottery Retail sale of gas stoves, cooking/kitchen appliances Retail sale of refrigerators, washing machines and other electrical/electronic household goods Retail sale of musical instruments Retail sale of other household appliances n.e.c. ( security systems, such as locking devices, safes, and vaults, without installation or maintenance services etc. , wooden, cork and wickerwork goods, sewing and knitting machine and other household utensils and durables n.e.c.)"
238,4761," retail sale of books, newspapers and stationary in specialized stores This class excludes: - retail sale of second-hand or antique books, see 4774 Retail sale of books of all kinds Retail sale of newspapers and magazines Retail sale of stationery office supplies such as pens, pencils, paper etc."
239,4762," retail sale of music and video recordings in specialized stores This class includes retail sale of musical records, audio tapes, compact discs and cassettes, video tapes and DVDs, blank tapes and discs Retail sale of music and video recordings in specialized stores"
240,4763," retail sale of sporting equipment in specialized stores This class includes retail sale of sports goods, fishing gear, camping goods, boats and bicycles Retail sale of sporting equipment in specialized stores"
241,4764," retail sale of games and toys in specialized stores This class includes retail sale of games and toys, made of all materials This class excludes: - retail sale of video game consoles, see 4741 - retail sale of non-customized software, including video games, see 4741"
242,4771," retail sale of clothing, footwear and leather articles in specialized stores This class excludes: - retail sale of textiles, see 4751 Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc. Retail sale of articles of fur and artificial fur Retail sale of footwear Retail sale of leather goods and travel accessories of leather and leather substitutes"
243,4772," retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores Retail sale of pharmaceuticals, medical and orthopaedic goods and toilet articles Retail sale of perfumery and cosmetic articles"
244,4773," other retail sale of new goods in specialized stores Retail sale of photographic, optical and precision equipment Retail sale of watches and clocks Retail sale of jewellery and immitation jewellery Retail sale of flowers, plants, pet animals and pet food Retail sale of souvenirs, craftwork and religious articles, stamps and coins Retail sale of household fuel oil, bottled gas, coal and fuel wood Retail sale of seeds, fertilisers, pesticides, machinery equipments and hand tools Activities of commercial art galleries Other retail sale of new goods in specialized stores n.e.c (weapons and ammunition, non food products)"
245,4774," retail sale of second-hand goods This class includes retail sale of second-hand books, retail sale of other second-hand goods, retail sale of antiques, activities of auctioning houses (retail) This class excludes: - retail sale of second-hand motor vehicles, see 4510 #NAME? 4791, 4799 - activities of pawn shops, see 6492 Retail sale of second-hand goods"
246,4781," retail sale via stalls and markets of food, beverages and tobacco products This class excludes: - retail sale of prepared food for immediate consumption (mobile food vendors), see 5610 Retail sale via stalls and markets of food, beverages and tobacco products"
247,4782," retail sale via stalls and markets of textiles, clothing and footwear Retail sale via stalls and markets of textiles, clothing and footwear"
